username,tweet
florenza_extika,"""Kemarin memang Pak Sandi sudah minta waktu dan sudah diberi waktu dan sudah ketemu sama Pak Prabowo,"" ucap Dasco.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
DalimaMayasari,"""Dalam pertemuan itu yang saya tahu bahwa yang bersangkutan itu menyatakan bahwa masih tunduk kepada garis partai dan loyal kepada Pak Prabowo,"" ujar Dasco.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
BaraZhafir,Sandiaga disebut siap mendukung Prabowo sebagai calon presiden (capres) pada pemilihan presiden (Pilpres) 2024.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
marisauroraa_,"Gerindra Sebut Sandiaga Sudah Temui Prabowo, Patuhi Apa Pun Keputusan Partai  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
ShameelaWinarti,"Gerindra Sebut Sandiaga Sudah Temui Prabowo, Patuhi Apa Pun Keputusan Partai  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
ranggitaanggra1,"""Itu yang disampaikan. Sehingga kita sama-sama lihat insya Allah apa yang disampaikan itu yang dilakukan,"" ujar Dasco.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
Tsabrina99,"Gerindra Sebut Sandiaga Sudah Temui Prabowo, Patuhi Apa Pun Keputusan Partai  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
GaniSamudera,Momen Prabowo Pergoki Aspri Main Lato-Lato Bikin Ngakak.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
florenza_extika,"Dalam pertemuan tersebut, Sandiaga disebut patuh dan tunduk terhadap apa pun keputusan Partai Gerindra.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
DalimaMayasari,"""Kemarin memang Pak Sandi sudah minta waktu dan sudah diberi waktu dan sudah ketemu sama Pak Prabowo,"" ucap Dasco.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
BaraZhafir,"""Dalam pertemuan itu yang saya tahu bahwa yang bersangkutan itu menyatakan bahwa masih tunduk kepada garis partai dan loyal kepada Pak Prabowo,"" ujar Dasco.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
ranggitaanggra1,Sandiaga disebut siap mendukung Prabowo sebagai calon presiden (capres) pada pemilihan presiden (Pilpres) 2024.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
juliotamaa_,"""Kemarin memang Pak Sandi sudah minta waktu dan sudah diberi waktu dan sudah ketemu sama Pak Prabowo,"" ucap Dasco.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
juliotamaa_,"""Dalam pertemuan itu yang saya tahu bahwa yang bersangkutan itu menyatakan bahwa masih tunduk kepada garis partai dan loyal kepada Pak Prabowo,"" ujar Dasco.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
Fionafiani1,"Mulai hari ini banyak bendera, spanduk di desa-desa, di jalan-jalan desa, tulis Presiden Prabowo  @prabowo @Gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/0gSZid2rKd"
GaniSamudera,Pertemuan antara Sandiaga dengan Prabowo diketahui dari unggahan di akun Instagram pribadi Menteri Pariwisata dan Ekonomi Kreatif (Menparekraf) itu.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
CasiaChelsea,Wihhh keren nih hasilnya.  @prabowo @gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/75QGK5P90U
florenza_extika,"Ketua Harian DPP Partai Gerindra, Sufmi Dasco Ahmad mengatakan bahwa Ketua Umum Partai Gerindra Prabowo Subianto sudah ditemui oleh Sandiaga Salahuddin Uno.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
DalimaMayasari,"Dalam pertemuan tersebut, Sandiaga disebut patuh dan tunduk terhadap apa pun keputusan Partai Gerindra.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
BaraZhafir,"""Kemarin memang Pak Sandi sudah minta waktu dan sudah diberi waktu dan sudah ketemu sama Pak Prabowo,"" ucap Dasco.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
ranggitaanggra1,"""Kemarin memang Pak Sandi sudah minta waktu dan sudah diberi waktu dan sudah ketemu sama Pak Prabowo,"" ucap Dasco.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
ranggitaanggra1,"""Dalam pertemuan itu yang saya tahu bahwa yang bersangkutan itu menyatakan bahwa masih tunduk kepada garis partai dan loyal kepada Pak Prabowo,"" ujar Dasco.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
BaraZhafir,"Dalam pertemuan tersebut, Sandiaga disebut patuh dan tunduk terhadap apa pun keputusan Partai Gerindra.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
GaniSamudera,"""Itu yang disampaikan. Sehingga kita sama-sama lihat insya Allah apa yang disampaikan itu yang dilakukan,"" ujar Dasco.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
florenza_extika,"Gerindra Sebut Sandiaga Sudah Temui Prabowo, Patuhi Apa Pun Keputusan Partai  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
DalimaMayasari,"Ketua Harian DPP Partai Gerindra, Sufmi Dasco Ahmad mengatakan bahwa Ketua Umum Partai Gerindra Prabowo Subianto sudah ditemui oleh Sandiaga Salahuddin Uno.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
irmasaffira,Organisasi yang dipimpin Prabowo ini bersentuhan langsung dengan rakyat  @prabowo @Gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/TmIPr8o9hn
juliotamaa_,"Dalam pertemuan tersebut, Sandiaga disebut patuh dan tunduk terhadap apa pun keputusan Partai Gerindra.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
JinBandel,Hasil survei mengatakan Bapak Prabowo Subianto paling teratas di Jawa Barat  Prabowo Lebih Baik Indonesia Terus Maju Menuju Indonesia Gemilang.  Mari bersama bergandeng tangan dan menggandeng tangan yang lainnya demi menuju kemenangan Bapak Prabowo bersama Semua Rakyat Indonesia.  https://t.co/m4i2e0T4KW
GaniSamudera,Sandiaga disebut siap mendukung Prabowo sebagai calon presiden (capres) pada pemilihan presiden (Pilpres) 2024.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
DalimaMayasari,"Gerindra Sebut Sandiaga Sudah Temui Prabowo, Patuhi Apa Pun Keputusan Partai  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
BaraZhafir,"Ketua Harian DPP Partai Gerindra, Sufmi Dasco Ahmad mengatakan bahwa Ketua Umum Partai Gerindra Prabowo Subianto sudah ditemui oleh Sandiaga Salahuddin Uno.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
ranggitaanggra1,"Dalam pertemuan tersebut, Sandiaga disebut patuh dan tunduk terhadap apa pun keputusan Partai Gerindra.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
juliotamaa_,"Ketua Harian DPP Partai Gerindra, Sufmi Dasco Ahmad mengatakan bahwa Ketua Umum Partai Gerindra Prabowo Subianto sudah ditemui oleh Sandiaga Salahuddin Uno.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
GaniSamudera,"""Dalam pertemuan itu yang saya tahu bahwa yang bersangkutan itu menyatakan bahwa masih tunduk kepada garis partai dan loyal kepada Pak Prabowo,"" ujar Dasco.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
fitrihaniaa,Ini menjadi bukti bahwa komitmen Prabowo untuk peduli rakyat begitu kuat  @prabowo @Gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/F5PgJ6p59F
BaraZhafir,"Gerindra Sebut Sandiaga Sudah Temui Prabowo, Patuhi Apa Pun Keputusan Partai  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
ranggitaanggra1,"Ketua Harian DPP Partai Gerindra, Sufmi Dasco Ahmad mengatakan bahwa Ketua Umum Partai Gerindra Prabowo Subianto sudah ditemui oleh Sandiaga Salahuddin Uno.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
juliotamaa_,"Gerindra Sebut Sandiaga Sudah Temui Prabowo, Patuhi Apa Pun Keputusan Partai  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
FuriPuput,Dia melanjutkan komitmen Prabowo kepada rakyat bahkan setelah dia pensiun dari militer.  @prabowo @Gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/A7Hx3uLJIX
AchmadAnnama,Kader Yang Sudah... Banyak Makan Asam Garam Dibesarkan Partai Golkar Dan Memilih Membesarkan... Rumah Barunya Sendiri Prabowo Subianto
ranggitaanggra1,"Gerindra Sebut Sandiaga Sudah Temui Prabowo, Patuhi Apa Pun Keputusan Partai  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
2020Ahavah,"@blank0429 Buas, fatal dan bodohnya program Investasi rezim 2014-2024 dan Kemenko Kemaritiman dan Investasi yg melahirkan INVASI.  Prabowo Subianto, Presiden RI 2024-2029, hrs belajar dari peristiwa fatal ini.  Susi Pudjiastuti Gerindra detikFinance  https://t.co/nbccPodWQc DPR RI  https://t.co/ja5YPDheLV"
GaniSamudera,"Ketua Harian DPP Partai Gerindra, Sufmi Dasco Ahmad mengatakan bahwa Ketua Umum Partai Gerindra Prabowo Subianto sudah ditemui oleh Sandiaga Salahuddin Uno.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
Bellaangelita3,Hasilnya keren deh.  @prabowo @gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/hYqzo5kf1O
triananggari,"Prabowo memberikan kesempatan kepada rakyat untuk menjadi presiden, Indonesia akan menjadi bangsa yang kuat dan berdiri di atas kaki sendiri.  @prabowo @Gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/SztoLgloPb"
tali_buras,@yaniarsim @Kemhan_RI @prabowo @jokowi Anak buah Lord luhot 🤪😅😂🤣
Gheamaharani4,Dekat nih sama pak Habibie.  @prabowo @gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/ZePE6gx9aj
are_inismyname,@PutraJayaHusin @bengkeldodo @cha_malla @prabowo @Gerindra @azissubekti @Don_dasco @Dahnilanzar @BANGSAygSUJUD @dayana47631052 @Arelan05 Sejauh ini belum mencapai sasaran krn baru berkisar memperbaiki gizi buruk anak2 yg terdampak stunting. Sedangkan upaya2 pencegahan stunting belum maksimal misalnua pencegahan baik thd ibu2 hamil yg maupun pengetahuan pd remaja putri khususnya pemberian suplemen utk pencegahan
Oktafiane3,Prabowo juga merupakan Dirjen Ikatan Pecak Silat Seluruh Indonesia (IPSI).  @prabowo @Gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/bznDeiNP0n
tianutomo5,"Nggak semua pemimpin negara ini yang mewadahi apa yang diharapkan masyarakat, Prabowo bisa memahami itu.  @prabowo @gerindra  Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/p1yTvHbT32"
mirandalkt,"Pak Prabowo juga merupakan ketua Asosiasi Pedagang Pasar Indonesia (APPSI), organisasi pedagang pasar tradisional seluruh Indonesia.  @prabowo @Gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/tgw5GaQ20d"
ArjunaAbdillah,Masih yang tertinggi nih  @prabowo @gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/hXPBAQlZEq
hasanudinsajid,"@bengkeldodo @prabowo @Gerindra @azissubekti @Don_dasco @Dahnilanzar @BANGSAygSUJUD @dayana47631052 @Arelan05 @are_inismyname @sandiuno @aniesbaswedan Jadi Jangan Khawatir dengan Kotak Kardus.  Pake Daon Pisangpun, Kalo mereka Cinta Allah dan INA. Insha Allah INA menjadi Negri yg Muktabar"
Otasam08661902,"@bengkeldodo @prabowo @Gerindra @azissubekti @Don_dasco @Dahnilanzar @BANGSAygSUJUD @dayana47631052 @Arelan05 @are_inismyname Haha yg dulu katanya macan asia, ternyata KUCING PASAR !!!"
januarhr,"Selama karirnya, Prabowo membela rakyat, bangsa dan negara  @prabowo @Gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/bEmD1Qg8cl"
AtmajaGaisel,Mendukung terus pak @prabowo @gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/ec0s4iCXaU
Mahariza5,Komitmen Pak Prabowo untuk membela yang rentan dan membantu rakyat tidak diragukan lagi  @prabowo @Gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/mrTo7BwBvx
HarlowJamila,Suaranya di jabar tinggi.  @prabowo @gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/XZGPlS1lrK
desiafina,Prabowo membela yang lemah dan membantu yang miskin tidak bisa dipungkiri  @prabowo @Gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/PWUc2Yv7Ry
GinaMei10,Wih paling atas nih di survei LSN.  @prabowo @gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/40l8M5ndDF
hasanudinsajid,"@bengkeldodo @prabowo @Gerindra @azissubekti @Don_dasco @Dahnilanzar @BANGSAygSUJUD @dayana47631052 @Arelan05 @are_inismyname @sandiuno @aniesbaswedan Saat ini INA sangat2 dimanja Allah, disiapkan Para Calon Pemimpin yg mempunyai Persahabatan tinggi antara Pam Anies, Pam Prabowo, Kang Sandi, Pak Ganjar. Siapapun terpilih bila memang mereka Cinta INA, Insha Allah bergabung. Wallahu a'lam"
floragustine,"Di usia Prabowo yang tak lagi muda, ia ingin terus berjuang untuk rakyat miskin, pengangguran dan terpinggirkan.  @prabowo @Gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/yr3zCDYScf"
almirjuliani,"Jika Prabowo menjadi presiden, dia akan melakukannya. Dia selalu ingin melayani orang  @prabowo @Gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/OPvaJnWD3G"
miaprillya,Prabowo konon sampai sekarang tidak pernah berhenti untuk bangsa dan negara  @prabowo @Gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/qFisisQ51n
AlianaAmiah,Mengabdi pada negara.  @prabowo @gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/QbB80newAI
PutraJayaHusin,"@are_inismyname @bengkeldodo @cha_malla @prabowo @Gerindra @azissubekti @Don_dasco @Dahnilanzar @BANGSAygSUJUD @dayana47631052 @Arelan05 Koq jadi muter-muter kesana kemari.  Saya hanya ingin tahu apa saja langkah yang sudah dilakukan untuk mengatasi stunting di Indonesia oleh Pak Prabowo.  Apakah masih terbatas hanya membicarakannya saja, atau sudah ada langkah konkrit yang dilakukan."
FanyAhmad20,Komitmen Prabowo untuk berbangsa dan bernegara tidak akan pernah berhenti seumur hidupnya  @prabowo @Gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/kHduIpXAhH
Laylahazel3,Keren... Ngabdi pada negara.  @prabowo @gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/HSI7i5SsHS
DevaSahid,"mulai hari ini banyak bendera, spanduk-spanduk di kampung-kampung, di gang-gang desa,bertulisan Prabowo presiden  @prabowo @Gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/n2SqDG7hOw"
AnnikaKeysa,Pengabdian nya untuk Indonesia.  @prabowo @gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/nFUx6KZMh9
gerindra_mnhsa,@prabowo  https://t.co/p3NQqwZMW6
azka_rere,organisasi yang Prabowo pimpin adalah yang bersentuhan langsung dengan rakyat  @prabowo @Gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/umGkaTIUa3
PutraJayaHusin,"@are_inismyname @bengkeldodo @cha_malla @prabowo @Gerindra @azissubekti @Don_dasco @Dahnilanzar @BANGSAygSUJUD @dayana47631052 @Arelan05 Saya tidak menanyakan ‘hasil yang sudah diperoleh’, tapi saya hanya menanyakan ‘apa yang sudah diperbuat’ selama ini?  Dijelaskan saja yang sudah dipakukan langkah a, b, c, d.."
Gerindra_Krngsm,Tersenyumlah menghadapi kemalangan Berani lah menantang bahaya. Tegar dalam kekalahan Rendah hati akan kemenangan 🇲🇨🤩  #prabowo  #prabowopresiden2024 #gerindra  #gerindrabali  #degadjah #degadjah2024 #prabowosubianto #mendingprabowo #terusmajubersamaprabowo #dpdgerindrabali  https://t.co/lrox0Gv7Ov
are_inismyname,@PutraJayaHusin @bengkeldodo @cha_malla @prabowo @Gerindra @azissubekti @Don_dasco @Dahnilanzar @BANGSAygSUJUD @dayana47631052 @Arelan05 Dirasakan beberapa periode kedepan. Seperti kerjasama antar negara tentang pertahanan dan keamanan. Masalah stunting yg hrs diakui belum diselesaikan semua tp jg menjadi perhatian khusus. Krn generasi penerus bangsa jgn sampai cuma menghasilkan generasi stunting berikutnya
cintaurahaq,ini menjadi bukti bahwa komitmen Prabowo untuk mengurus rakyta begitu kuat  @prabowo @Gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/o7auN4r1Kb
BobbyBoys13,pengabdian Prabowo kepada rakyat terus beliau lakukan setelah pensiun dari militer.  @prabowo @Gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/TG4DFSQN3L
prawirasubarjah,"@sjafriesjams @prabowo Udah kangen lama ga jumpa bang syafri, ijin kapan abang ada waktu?"
yuniiameliaa1,Kita percaya nusantara ini akan maju disebabkan dari fokus Prabowo bagi bangsa.  @prabowo @gerindra  Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/HER7uIMyPz
InezSerena,"Gaisss, Tertinggi nih di Jawa Barat  @prabowo @gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/cktwwAd5mx"
VianaAs1,"Prabowo diberi kesempatan rakyat untuk menjadi presiden, Indonesia akan menjadi bangsa yang kuat dan berdiri di atas kakinya sendiri  @prabowo @Gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/w99YYVOEM8"
manda_sera,"Keren sih, paling atas nih  @prabowo @gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/raABzRFwaX"
InanKaka,Prabowo juga sebagai Ketua Umum Ikatan Pecak Silat Indonesia (IPSI) sampai sekarang  @prabowo @Gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/35bn7AdobA
are_inismyname,"@PutraJayaHusin @bengkeldodo @cha_malla @prabowo @Gerindra @azissubekti @Don_dasco @Dahnilanzar @BANGSAygSUJUD @dayana47631052 @Arelan05 Nah utk menghindari pemikiran spt ini dikalangan masy perlu dialog spy terhindar dr jebakan like n dislike. Kebanyakan cuma nuntut ""hasil"" tanpa mau tau kendala yg dihadapi. Ibarat tangan dan kaki yg diikat tentu sangat terbatas klo bicara tentang ""hasil"" krn yg dilakukan dpt"
helenania3,Peduli nih pada rakyat.  @prabowo @gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/P2vaEM1kfL
janahathia,Pak Prabowo juga pernah memimpin Asosiasi Pedagang Pasar Seluruh Indonesia (APPSI) yang merupakan organisasi padang pasar tradisional seluruh Indonesia  @prabowo @Gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/SBScPYjTPi
lilis_renata,Elektabilitas pak @prabowo tinggi. @gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/tXEIM9dFJJ
BannyCrv,"Sepanjang karirnya Prabowo gunakan untuk membela rakyat, bangsa dan negara  @prabowo @Gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/Y6XPo4wDuR"
Helenaalena2,Wih kuat nih di jabar  @prabowo @gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/bebMlhLqq8
HendraTria4,Komitmen Pak Prabowo untuk membela kaum lemah membantu rakyat tidak perlu diragukan  @prabowo @Gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/rNYRdWdNNE
ViaAnissa1,seorang Prabowo untuk membela kaum yang lemah dan membantu rakyat miskin tidak perlu diragukan  @prabowo @Gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/Dj0nDF8XwO
bengkeldodo,@are_inismyname @Khoesaidi1 @prabowo @Gerindra @azissubekti @Don_dasco @Dahnilanzar @BANGSAygSUJUD @dayana47631052 @Arelan05 Prajurit tidak mengenal kata pensiun
nitaautamii,"Betul sih, Prabowo, dia benar2 tak perlu diragukan lagi bagaimana kerjanya bagi Merah putih.  @prabowo @gerindra  Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/AHGo0Ez89x"
TianaAni1,"di usia Prabowo yang tidak muda lagi beliau ingin tetap memperjuangkan rakyat miskin, pengangguran, dan orang-orang yang terpinggirkan  @prabowo @Gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/kfpJRZrCFg"
hafizdrian,"Asik abis, Prabowo Subianto terus2an berusaha utk masyarakat di dalam situasi dunia, agar kita tetap damai.  https://t.co/1ehK2TQMWT"
gerryartello,Kalau Prabowo jadi presiden inilah yang akan beliau lakukan. Beliau selalu ingin mengabdi untuk rakyat  @prabowo @Gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/sYqubgPaMt
PutraJayaHusin,@are_inismyname @bengkeldodo @cha_malla @prabowo @Gerindra @azissubekti @Don_dasco @Dahnilanzar @BANGSAygSUJUD @dayana47631052 @Arelan05 Boleh tahu apa saja yang sudah dilakukan..?  Jangan-jangan hanya sekedar dibicarakan saja tanpa aksi..
sandiarteja,Prabowo disebut tidak pernah usai untuk bangsa dan negara hingga kini  @prabowo @Gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/wBVRjYKB4o
FirzaHanis,pengabdian Prabowo untuk bangsa dan negara tak pernah berhenti sepanjang hidupnya  @prabowo @Gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/XbyGTqOOL0
BincangPemilu,“Berdasarkan hasil survei LSN ternyata Provinsi Jawa Barat alias Tatar Sunda masih menjadi lumbung suara utama Prabowo Subianto sebagaimana pada Pilpres 2014 dan 2019.
BincangPemilu,"Hasilnya, menunjukkan hegemoni Prabowo Subianto di provinsi Jawa Barat tidak tergoyahkan dan ia tetap unggul dibandingkan Ganjar Pranowo atau Anies Baswedan."
siska_riri,"“Abah Lala ketemu Prabowo di Kementerian Pertahanan. Selain itu, Prabowo juga dianggap tukang iseng untuk mencairkan suasana.  @prabowo @Gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/3Jat6lLJ00"
BahranNizar,Keren... Ternyata ada kedekatan antara Habibie dan @prabowo @gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/8OJzCxk2yy
siti_juliha,Prabowo dinilai sebagai sosok yang disukai banyak orang dan sangat peduli pada rakyat  @prabowo @Gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/2epw11Bzlq
cityrokayah,"Pencipta lagu Ojo vs Agus Purwanto yang akrab disapa Abah Lala itu mengatakan, Prabowo sangat peduli dengan rakyatnya  @prabowo @Gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/XTk7ofI8Bf"
RizaAprisa,Pengabdian dari @prabowo Untuk Indonesia. @gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/c8aApvOt7o
irhumaira,Abah Lala menyebut Prabowo adalah sosok yang menyenangkan dan sangat peduli pada rakyatnya  @prabowo @Gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/6KeDap9QQr
fiana_dira,Wih @prabowo dekat dengan Habibie. @gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/iPtwpGfIm9
are_inismyname,@Khoesaidi1 @bengkeldodo @prabowo @Gerindra @azissubekti @Don_dasco @Dahnilanzar @BANGSAygSUJUD @dayana47631052 @Arelan05 Old soldier never die... they fade away Trus kenapa hrs istirahat...
YantiSelfie,Abah Lala berinisiatif memberikan belangan kepada Prabowo  @prabowo @Gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/tk3gQZ31xE
Rinaarini12,"Pencipta lagu tersebut, Ojo Dibandingke, mendoakan agar Prabowo bisa memenangkan Pilpres 2024  @prabowo @Gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/9b5wPTGfLC"
ZeinabZenni,Wih pengabdian @prabowo untuk NKRI. @gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/rt22QO0FBh
sharjansaleh,Laporr Ndan @mohmahfudmd @ListyoSigitP @prabowo @Fahrihamzah @POTUS @karniilyas @AFP @BBCNews @antaranews @jokowi
ArinoReno,Abah Lala juga berdoa agar Prabowo memenangkan pemilihan presiden berikutnya  @prabowo @Gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/zomDMPvdj1
BerlienEllie,Wihh paling atas  @prabowo @gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/FfE9cb73qG
Khoesaidi1,"@bengkeldodo @prabowo @Gerindra @azissubekti @Don_dasco @Dahnilanzar @BANGSAygSUJUD @dayana47631052 @Arelan05 @are_inismyname Saatnya utk istirahat, begitu?"
AzkyaKarina,Pengabdian pak @prabowo untuk Indonesia. @gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/W1w79We74L
WartaEkonomi,Sandiaga Uno Tepis Isu Retak Hubungan dengan Prabowo Subianto: Kita Harus Bersatu!  https://t.co/RSj44fPZMX
ariiefsuyono,"Abah Lala mengatakan jika saya diminta untuk menulis lagu untuk Pak Prabow, berarti tidak ada ksatria tanpa rintangan dan hambatan yang akan mendapatkan wahyu  @prabowo @Gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/Ptd2w5686V"
sandonianto,"Saya punya inisiatif, Pak Prabowo memakai Belangko terlihat gagah dan berwibawa  @prabowo @Gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/rzYIKNsSdH"
bengkeldodo,@wahyu332100 @prabowo @Gerindra @azissubekti @Don_dasco @Dahnilanzar @BANGSAygSUJUD @dayana47631052 @Arelan05 @are_inismyname yes
wahyu332100,@bengkeldodo @prabowo @Gerindra @azissubekti @Don_dasco @Dahnilanzar @BANGSAygSUJUD @dayana47631052 @Arelan05 @are_inismyname 08 ❤️🇮🇩
RyaaReyna,Di survei paling atas nih  @prabowo @gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/YDMOkxTNba
GunaAfan,Abah Lala melanjutkan jika melihat apa yang dikenakan Prabowo. Maka ia berinisiatif memberikan Prabowo Belangko untuk digunakan  @prabowo @Gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/zBHswPfoWa
BincangPemilu,"Hal itu diungkapkan melalui unggahan Facebook Prabowo Subianto yang dikutip Senin, 16 Januari 2023."
inilahdotcom,"Menparekraf Sandiaga Uno nampaknya belum bisa jauh dari Ketum Gerindra Prabowo Subianto. Ramai diberitakan meninggalkan Gerindra untuk bergabung PPP, Sandi malah mengaku berkomunikasi intensi dengan Prabowo dan menyatakan siap bersatu-padu. Sandi yang…  https://t.co/nIdEL0yKaY"
